instance_id,offensiveness,cleaned_text,cleaned_domain,text_with_domain,predicted_label,true_label,cross_entropy
42,0,his only plan is to steal the wh. he is a one-trick jack,elections2020,elections2020 his only plan is to steal the wh. he is a one-trick jack,0,0,0.3338329493999481
269,0,"easy answer to silence idiots, make mask a law. wear them in public places that is it. you do not need them in your house, when you sleep, while your driving. just in public places. i am certain no one liked seatbelts but how is that going?",elections2020,"elections2020 easy answer to silence idiots, make mask a law. wear them in public places that is it. you do not need them in your house, when you sleep, while your driving. just in public places. i am certain no one liked seatbelts but how is that going?",0,0,0.40219709277153015
313,0,great news... what is the update? #fakenews #propaganda #bullshit,covid-19,covid-19 great news... what is the update? #fakenews #propaganda #bullshit,0,0,0.08455834537744522
373,0,too much work to fight covid. much easier to run his mouth from twitter #uselesspresident,covid-19,covid-19 too much work to fight covid. much easier to run his mouth from twitter #uselesspresident,0,0,0.14127080142498016
424,0,lol what are you talking about... you are just throwing lies into the air. there is no halting of medicine shipments. israel has more deaths than gaza due to covid. lol stop spreading lies.,covid-19,covid-19 lol what are you talking about... you are just throwing lies into the air. there is no halting of medicine shipments. israel has more deaths than gaza due to covid. lol stop spreading lies.,0,0,0.20731593668460846
533,0,you hair is on fire because the president is kicking covid's ass. who is sad?,covid-19,covid-19 you hair is on fire because the president is kicking covid's ass. who is sad?,0,0,0.4921642541885376
545,0,not so fast! we see you. cheaters!,elections2020,elections2020 not so fast! we see you. cheaters!,0,0,0.2975688576698303
680,0,criminal bastards akin to nazi germany. these phuckers have no fear.#rigged,elections2020,elections2020 criminal bastards akin to nazi germany. these phuckers have no fear.#rigged,0,0,0.47518104314804077
688,0,trying reading this with out getting incredibly mad at the unbelievably horrible handling of coronavirus by cc,covid-19,covid-19 trying reading this with out getting incredibly mad at the unbelievably horrible handling of coronavirus by cc,0,0,0.1594374030828476
761,0,"this is america's left. anti facist and #blacklivesmatter type groups. they call trump a fascist. in the name of protest they: - arson, loot and kill. - beat up a men to death - write free palestine on walls if you think it is only about #georgefloyd, you may be wrong!",blm,"blm this is america's left. anti facist and #blacklivesmatter type groups. they call trump a fascist. in the name of protest they: - arson, loot and kill. - beat up a men to death - write free palestine on walls if you think it is only about #georgefloyd, you may be wrong!",0,0,0.30285245180130005
787,0,90 plus that outfit :fire::fire::fire::fire:,covid-19,covid-19 90 plus that outfit :fire::fire::fire::fire:,0,0,0.12297490239143372
823,0,you think shooting a snot rocket on that lady's birkenstocks in a rue 21 is still unacceptable post-covid?,covid-19,covid-19 you think shooting a snot rocket on that lady's birkenstocks in a rue 21 is still unacceptable post-covid?,0,0,0.5275280475616455
846,0,he has been in politics for 48 years and is a do nothing racist pedophile. name something good that he is done? he drew up bills to segregate people. he rather divide then bring together. wake up.,elections2020,elections2020 he has been in politics for 48 years and is a do nothing racist pedophile. name something good that he is done? he drew up bills to segregate people. he rather divide then bring together. wake up.,0,0,0.3967440724372864
853,0,bullshit. bot.,elections2020,elections2020 bullshit. bot.,0,0,0.12661384046077728
949,0,where is ag barr. i am mad. i want to know when you are going to investigate the allegations against . i am a taxpayer and i have a right to know. damn it. do something.,elections2020,elections2020 where is ag barr. i am mad. i want to know when you are going to investigate the allegations against . i am a taxpayer and i have a right to know. damn it. do something.,0,0,0.4215713143348694
1055,0,"she is so cute, wishing you and your family well",covid-19,"covid-19 she is so cute, wishing you and your family well",0,0,0.24532648921012878
1176,0,wow. grifters...,elections2020,elections2020 wow. grifters...,0,0,0.09321306645870209
1245,0,i love my governor :red_heart: #cuomobriefing #cuomo he has done this shit before!! he gives good information and good ideas .. trump could learn from people if he was willing!,blm,blm i love my governor :red_heart: #cuomobriefing #cuomo he has done this shit before!! he gives good information and good ideas .. trump could learn from people if he was willing!,0,0,0.14199155569076538
1274,0,you go joe. expose her ignorance.,covid-19,covid-19 you go joe. expose her ignorance.,0,0,0.5435981750488281
1301,0,all of them could die and he would not change a thing.,covid-19,covid-19 all of them could die and he would not change a thing.,0,0,0.2848956882953644
1303,0,scam steve just a scam on the american people,elections2020,elections2020 scam steve just a scam on the american people,0,0,0.4401301145553589
1318,1,are you taking the piss,blm,blm are you taking the piss,1,1,0.6676319241523743
1323,0,"who are these people and look at how mercilessly they swarm and beat this man without weapons, unless you count the skateboard he gets bashed with repeatedly toward the end.",elections2020,"elections2020 who are these people and look at how mercilessly they swarm and beat this man without weapons, unless you count the skateboard he gets bashed with repeatedly toward the end.",0,0,0.4722413122653961
1341,0,"liar, liar pants suit on fire",elections2020,"elections2020 liar, liar pants suit on fire",0,0,0.47157782316207886
1354,0,the disgraceful #chriswallacethehack allowed to disrespect the president on numerous occasions. #wallaceisajoke,elections2020,elections2020 the disgraceful #chriswallacethehack allowed to disrespect the president on numerous occasions. #wallaceisajoke,0,0,0.09365713596343994
1424,0,your ridiculous have you apologize for not telling the american people the truth about covid,covid-19,covid-19 your ridiculous have you apologize for not telling the american people the truth about covid,0,0,0.38522496819496155
1446,0,did that cop go home and hug his children?,blm,blm did that cop go home and hug his children?,0,0,0.13248321413993835
1532,0,this question needs to be answered.,elections2020,elections2020 this question needs to be answered.,0,0,0.12904877960681915
1608,0,you are the #racebaitor and fuel hate for the tyrannical left. he already classified them as terrorists groups along with antifa. which you will not and never will.,elections2020,elections2020 you are the #racebaitor and fuel hate for the tyrannical left. he already classified them as terrorists groups along with antifa. which you will not and never will.,0,0,0.3962377607822418
1682,0,"yeah, trying to pivot away from the hunter getting rich off corruption part.",elections2020,"elections2020 yeah, trying to pivot away from the hunter getting rich off corruption part.",0,0,0.4346994459629059
1702,0,charging at cops with a knife and being shot is not murder.,elections2020,elections2020 charging at cops with a knife and being shot is not murder.,0,0,0.15594841539859772
1810,0,"we cannot just tell you about the depths of corruption, you have to see it for yourself. eyes open.",elections2020,"elections2020 we cannot just tell you about the depths of corruption, you have to see it for yourself. eyes open.",0,0,0.1949787735939026
1850,0,"the corrupt media protected and misrepresented obama, never vetted him. the trump ""scandals"" were democrat/media manufactured bullshit & never had evidence. america knows this.",elections2020,"elections2020 the corrupt media protected and misrepresented obama, never vetted him. the trump ""scandals"" were democrat/media manufactured bullshit & never had evidence. america knows this.",0,0,0.17674945294857025
2028,0,#fact : 1991 - the trump taj mahal files for chapter 11 bankruptcy protection. #trump #maga #racistinchief #rapistinchief #cult45 #americsfirst,elections2020,elections2020 #fact : 1991 - the trump taj mahal files for chapter 11 bankruptcy protection. #trump #maga #racistinchief #rapistinchief #cult45 #americsfirst,0,0,0.09327854961156845
2050,0,twitter should flag tou for lies,elections2020,elections2020 twitter should flag tou for lies,0,0,0.20295117795467377
2192,1,"anonymous literally fucking released all the info you need to know, connecting him to epstein. what more do you fucking want",blm,"blm anonymous literally fucking released all the info you need to know, connecting him to epstein. what more do you fucking want",1,1,0.4436711370944977
2198,0,you failed badly on covid-19. not sure how you can act like you did any better.,covid-19,covid-19 you failed badly on covid-19. not sure how you can act like you did any better.,0,0,0.1881711483001709
2410,0,ah jeez semi anonymous accounts are really not doing so hot these days :pensive_face:,blm,blm ah jeez semi anonymous accounts are really not doing so hot these days :pensive_face:,0,0,0.13592296838760376
2496,0,"yup! and this is exactly why us resisters need to continue to be diligent in reporting these racist americans who have no place in our country! they can take their ""king"" in the wh and leave for say, russia, after we boot him out later this year!!",blm,"blm yup! and this is exactly why us resisters need to continue to be diligent in reporting these racist americans who have no place in our country! they can take their ""king"" in the wh and leave for say, russia, after we boot him out later this year!!",0,0,0.23502413928508759
2668,1,you belong in prison!!!! freakin treasonous commie,elections2020,elections2020 you belong in prison!!!! freakin treasonous commie,1,1,0.380460649728775
2778,0,yes; that america should avoid a racist and liar like sleepy joe at all costs.,elections2020,elections2020 yes; that america should avoid a racist and liar like sleepy joe at all costs.,0,0,0.3665655553340912
2839,0,did you disavow blm or antifa two terror groups?,elections2020,elections2020 did you disavow blm or antifa two terror groups?,0,0,0.12624941766262054
2870,0,we all know thousands and thousands of deaths were blamed on covid. democrats and #fakenews need to blame #trump on everything its one of their tactics to ruin america and blame trump,covid-19,covid-19 we all know thousands and thousands of deaths were blamed on covid. democrats and #fakenews need to blame #trump on everything its one of their tactics to ruin america and blame trump,0,0,0.11015887558460236
