instance_id,offensiveness,cleaned_text,cleaned_domain,text_with_domain,predicted_label,true_label,cross_entropy
174,1,"we are no longer mailing our ballots. hand deliver! hand deliver! hand deliver! do it today, as there are freezing storms on the way and we do not want democrats to get sick! leave the lines for the ignorant bigots how will be in line on election day!",elections2020,"elections2020 we are no longer mailing our ballots. hand deliver! hand deliver! hand deliver! do it today, as there are freezing storms on the way and we do not want democrats to get sick! leave the lines for the ignorant bigots how will be in line on election day!",0,1,1.0189177989959717
308,1,"well i am sure you know jim crow joe will "" put you back in chains"" as he so bluntly stated"" so remember prison reform and opportunity zones... trump. racist and kkk supporter and 90s crime bill.. joe biden. i recall him stating black peoples are super predators?",elections2020,"elections2020 well i am sure you know jim crow joe will "" put you back in chains"" as he so bluntly stated"" so remember prison reform and opportunity zones... trump. racist and kkk supporter and 90s crime bill.. joe biden. i recall him stating black peoples are super predators?",0,1,0.9705193638801575
830,1,fascists!,elections2020,elections2020 fascists!,0,1,1.4431699514389038
1375,1,"you are an idiot, corp will raise prices and middle class will pay more for evrything!!!! why cannot you hovt. jackasses understand?",elections2020,"elections2020 you are an idiot, corp will raise prices and middle class will pay more for evrything!!!! why cannot you hovt. jackasses understand?",0,1,0.7605429291725159
1496,1,what a freaking moron! this makes about as much sense as you forcing coronavirus patients into nursing homes (where the most vulnerable population lives)! you are a jackass! #killercuomo #voteredtosaveamerica #trump2020,covid-19,covid-19 what a freaking moron! this makes about as much sense as you forcing coronavirus patients into nursing homes (where the most vulnerable population lives)! you are a jackass! #killercuomo #voteredtosaveamerica #trump2020,0,1,1.0033297538757324
1564,1,everyone is entitled to their own opinion. however i agree. trump is a disgrace. his election win is somewhat a reflection of the voters that put him in the white house. you went from obama to trump. otherwise known as a complete f*ckup good luck biden.,elections2020,elections2020 everyone is entitled to their own opinion. however i agree. trump is a disgrace. his election win is somewhat a reflection of the voters that put him in the white house. you went from obama to trump. otherwise known as a complete f*ckup good luck biden.,0,1,0.9382404088973999
1674,1,⁦ the shit is about to hit the fan and you have a front row seat. ⁦ ⁦ ⁦,elections2020,elections2020 ⁦ the shit is about to hit the fan and you have a front row seat. ⁦ ⁦ ⁦,0,1,0.7562721967697144
1786,1,and that starts by defeating trump republicans like people who had three years to condemn donald trump's embracement of white supremacists but have been silent because they want the votes of trump's extremist supporters to get reelected.,elections2020,elections2020 and that starts by defeating trump republicans like people who had three years to condemn donald trump's embracement of white supremacists but have been silent because they want the votes of trump's extremist supporters to get reelected.,0,1,1.9781969785690308
1811,1,so inject the virus onto others like the flu shot but masks and social distancing is still a thing gtfo,covid-19,covid-19 so inject the virus onto others like the flu shot but masks and social distancing is still a thing gtfo,0,1,2.201265335083008
2103,0,maybe at $58k per year things should fuckin change,covid-19,covid-19 maybe at $58k per year things should fuckin change,1,0,1.2476063966751099
2226,1,the blm and antifa websites take you to bidens website to donate. is crooked as hell.,elections2020,elections2020 the blm and antifa websites take you to bidens website to donate. is crooked as hell.,0,1,2.2980527877807617
2387,1,"so to start the day minneapolis is disbanding the police and in nc whites were washing blacks feet begging for forgiveness, insanity on both counts",blm,"blm so to start the day minneapolis is disbanding the police and in nc whites were washing blacks feet begging for forgiveness, insanity on both counts",0,1,2.0229954719543457
2853,1,yes george but this narcissist is too stupid for the laughter to make its impact and most of the time he does not know if people are laughing with him or laughing at him. it goes over his wig.,elections2020,elections2020 yes george but this narcissist is too stupid for the laughter to make its impact and most of the time he does not know if people are laughing with him or laughing at him. it goes over his wig.,0,1,0.8702294826507568
2858,1,"dr. birx forgets to drink your kool aid for one day, has a lapse in judgement and tells the truth about the severity of covid situation, and you blame the dems? are you that f*cking stupid? yes, you are. lose election. indicted in court. found guilty by jury. go to jail. 2021.",covid-19,"covid-19 dr. birx forgets to drink your kool aid for one day, has a lapse in judgement and tells the truth about the severity of covid situation, and you blame the dems? are you that f*cking stupid? yes, you are. lose election. indicted in court. found guilty by jury. go to jail. 2021.",0,1,0.8673948049545288
2877,1,"george floyd was a drug addicted, 9 time felon, who held a gun to a pregnant womans stomach. he is nothing like jesus christ. these people are insane.",blm,"blm george floyd was a drug addicted, 9 time felon, who held a gun to a pregnant womans stomach. he is nothing like jesus christ. these people are insane.",0,1,1.9589987993240356
2953,1,"it is far bigger than any truly imagine. you all are involved in human trafficking, corruption, mk ultra, spirit cooking, cannibalism #laptopfromhell",elections2020,"elections2020 it is far bigger than any truly imagine. you all are involved in human trafficking, corruption, mk ultra, spirit cooking, cannibalism #laptopfromhell",0,1,1.5754221677780151
3053,1,you are a bold faced liar. you will be uncovered.,elections2020,elections2020 you are a bold faced liar. you will be uncovered.,0,1,1.2254334688186646
3067,1,"the system is fucked so honestly bring on the riots, burn shit down, evade your taxes, believe that it is butter and get justice for not just george floyd but every person of color victimized by police brutality",blm,"blm the system is fucked so honestly bring on the riots, burn shit down, evade your taxes, believe that it is butter and get justice for not just george floyd but every person of color victimized by police brutality",0,1,0.7258568406105042
3257,0,god i will be cracking the cans out if that ever happens and them crooks get what we all know they should,blm,blm god i will be cracking the cans out if that ever happens and them crooks get what we all know they should,1,0,0.7548180222511292
3276,1,"george soros and his band of thugs, should be declared public enemy #1.",blm,"blm george soros and his band of thugs, should be declared public enemy #1.",0,1,2.3741443157196045
3295,1,"if you support trump, unfollow me :blue_heart::smiling_face_with_hearts::blue_heart::smiling_face_with_hearts::blue_heart: you are ""president"" is a worthless pig :pig_nose:",blm,"blm if you support trump, unfollow me :blue_heart::smiling_face_with_hearts::blue_heart::smiling_face_with_hearts::blue_heart: you are ""president"" is a worthless pig :pig_nose:",0,1,2.2691800594329834
3329,1,holy shittttttt,blm,blm holy shittttttt,0,1,0.7427279353141785
3491,1,"make sure the tattoo says ""loser""right across your forehead...or ""covid’s girl.""",covid-19,"covid-19 make sure the tattoo says ""loser""right across your forehead...or ""covid’s girl.""",0,1,2.1357641220092773
3507,1,they would have simply painted him black ..,blm,blm they would have simply painted him black ..,0,1,2.2929532527923584
3540,1,remember when you raped that thirteen year old girl in 1994 and threatened to hurt her if she told anybody? #epstein #trumpepstein2020,blm,blm remember when you raped that thirteen year old girl in 1994 and threatened to hurt her if she told anybody? #epstein #trumpepstein2020,0,1,2.2846739292144775
3567,1,disgusting animals #scum,blm,blm disgusting animals #scum,0,1,2.3243048191070557
3570,1,only thugs here are the cops that made george floyd a memory,blm,blm only thugs here are the cops that made george floyd a memory,0,1,1.287075161933899
3575,1,"how is it racist when both white and black people are rioting, absolutely disgusting what happened to george floyd :crying_face: and i would hang the 4 officers involved but you cang let people riot like that , it gets you nowhere :enraged_face::enraged_face:",blm,"blm how is it racist when both white and black people are rioting, absolutely disgusting what happened to george floyd :crying_face: and i would hang the 4 officers involved but you cang let people riot like that , it gets you nowhere :enraged_face::enraged_face:",0,1,0.972927451133728
3626,1,this jackass blocks tweets. why does he have a blue check. also what about the 3 reporters from last week that teated positive? i would look at them for the source of your hand wringing.,covid-19,covid-19 this jackass blocks tweets. why does he have a blue check. also what about the 3 reporters from last week that teated positive? i would look at them for the source of your hand wringing.,0,1,1.3251018524169922
3667,1,why would a city run by democrats produce a bullshit autopsy that prevents justice for george?,blm,blm why would a city run by democrats produce a bullshit autopsy that prevents justice for george?,0,1,1.8825197219848633
3700,1,trump’s corruption to these united states and the people is to blame. own it republicans....,covid-19,covid-19 trump’s corruption to these united states and the people is to blame. own it republicans....,0,1,2.084808588027954
3752,1,"officer pulls gun out on black kids for walking through a cut in clayton, ga. this is straight up harassment! smh. . . . #getridofracewarcops #blacklivesmatter #stoppoliceharassments #dustynayshunent",blm,"blm officer pulls gun out on black kids for walking through a cut in clayton, ga. this is straight up harassment! smh. . . . #getridofracewarcops #blacklivesmatter #stoppoliceharassments #dustynayshunent",0,1,2.446678876876831
3781,1,start punching back !!!,blm,blm start punching back !!!,0,1,2.0444304943084717
3810,1,you are a naive fool,elections2020,elections2020 you are a naive fool,0,1,0.9068624973297119
3835,1,"bitch actually used ""i dream"" from the comfort of her 20,000 couch",blm,"blm bitch actually used ""i dream"" from the comfort of her 20,000 couch",0,1,1.4858616590499878
3899,1,"anonymous just exposed trump for being a rapist and a pedophile, i would love for someone to say ""trump 2020"" after this and if so they are a rapist and a pedophile",blm,"blm anonymous just exposed trump for being a rapist and a pedophile, i would love for someone to say ""trump 2020"" after this and if so they are a rapist and a pedophile",0,1,2.1614034175872803
