instance_id,offensiveness,cleaned_text,cleaned_domain,text_with_domain,predicted_label,true_label,cross_entropy
2,0,. #wedontbuyhate this is powerful. watch,blm,blm . #wedontbuyhate this is powerful. watch,0,0,0.16256457567214966
36,0,"hey #austin store owners need to order new store signs that post ""no shoes, no shirt, no mask- no service"" #atx #austintx cc #covid19 #covid19sweden",covid-19,"covid-19 hey #austin store owners need to order new store signs that post ""no shoes, no shirt, no mask- no service"" #atx #austintx cc #covid19 #covid19sweden",0,0,0.18863047659397125
39,0,"for you and your chinese overlords, 操你",elections2020,"elections2020 for you and your chinese overlords, 操你",0,0,0.13574615120887756
47,0,good job :winking_face:,covid-19,covid-19 good job :winking_face:,0,0,0.191890686750412
48,0,dear god.,elections2020,elections2020 dear god.,0,0,0.11511087417602539
79,0,because he has no intelligent thoughts!,covid-19,covid-19 because he has no intelligent thoughts!,0,0,0.24458476901054382
136,0,""" why do not you double your hustle and make up to 10,000$ while staying at home to avoid covid 19 """"ask me how""""""",covid-19,"covid-19 "" why do not you double your hustle and make up to 10,000$ while staying at home to avoid covid 19 """"ask me how""""""",0,0,0.1268388032913208
162,0,look at all those people for trump,elections2020,elections2020 look at all those people for trump,0,0,0.1191251203417778
166,0,this is happening in new york city #cuomo #cuomohatesjews,covid-19,covid-19 this is happening in new york city #cuomo #cuomohatesjews,0,0,0.11252903193235397
170,1,sure camel. when he imposed the travel bans the demoslobs called him xenophobic,elections2020,elections2020 sure camel. when he imposed the travel bans the demoslobs called him xenophobic,1,1,0.47034212946891785
183,0,l.a. today #blacklivesmatter video:,blm,blm l.a. today #blacklivesmatter video:,0,0,0.11720293015241623
187,1,"a well regulated militia, being necessary to the security of a free state, the right of the people to keep and bear arms, shall not be infringed. just in case you are to stupid amd lazy.. last part read that nice and carefully. haha liberals.. village idiots",elections2020,"elections2020 a well regulated militia, being necessary to the security of a free state, the right of the people to keep and bear arms, shall not be infringed. just in case you are to stupid amd lazy.. last part read that nice and carefully. haha liberals.. village idiots",1,1,0.43062111735343933
190,0,sickest i have ever been in early november. literally thought i was going to die.,covid-19,covid-19 sickest i have ever been in early november. literally thought i was going to die.,0,0,0.6003014445304871
219,0,"that is because of the four-year temper tantrum the left threw the night trump won the election. you have wasted so much time on defaming him instead of informing us, so now we see you for what you are. this will all blow up in your face, mark me.",elections2020,"elections2020 that is because of the four-year temper tantrum the left threw the night trump won the election. you have wasted so much time on defaming him instead of informing us, so now we see you for what you are. this will all blow up in your face, mark me.",0,0,0.3482106626033783
224,0,this is bad - really bad.,blm,blm this is bad - really bad.,0,0,0.13442349433898926
291,0,"trump does the same with hookers, which by his choice is the same way he treats #maga.",elections2020,"elections2020 trump does the same with hookers, which by his choice is the same way he treats #maga.",0,0,0.26542872190475464
337,0,even a god can get it:face_without_mouth:,covid-19,covid-19 even a god can get it:face_without_mouth:,0,0,0.22214283049106598
347,1,"dude had a knife. divisive, lying, pos.",elections2020,"elections2020 dude had a knife. divisive, lying, pos.",1,1,0.5065586566925049
363,1,and you thought nazi germany was bad.,covid-19,covid-19 and you thought nazi germany was bad.,1,1,0.6500579118728638
380,0,it is.,elections2020,elections2020 it is.,0,0,0.10487453639507294
433,0,may i introduce the next president of the united states via george soros. #election2020 #elections2020 #electionnight #electionday2020 #electionresults2020 #trump2020 #joebiden #kamalaharris #lickmyass #bnwo2020 #bnwo #bowtome #suckers #byedon2020,elections2020,elections2020 may i introduce the next president of the united states via george soros. #election2020 #elections2020 #electionnight #electionday2020 #electionresults2020 #trump2020 #joebiden #kamalaharris #lickmyass #bnwo2020 #bnwo #bowtome #suckers #byedon2020,0,0,0.1552833765745163
510,0,7 you.s. stocks to buy on coronavirus weakness $aapl $nke $amd ...,covid-19,covid-19 7 you.s. stocks to buy on coronavirus weakness $aapl $nke $amd ...,0,0,0.17514753341674805
531,0,if you know nothing about accounting then shut up.,elections2020,elections2020 if you know nothing about accounting then shut up.,0,0,0.29266688227653503
556,0,"umm...you will still be president for thanksgiving and christmas. and we already missed graduations weddings, fourth of july and funerals. this is currently your presidency. #votehimout2020 #votebiden",elections2020,"elections2020 umm...you will still be president for thanksgiving and christmas. and we already missed graduations weddings, fourth of july and funerals. this is currently your presidency. #votehimout2020 #votebiden",0,0,0.09898710995912552
615,0,preach it loud joe,elections2020,elections2020 preach it loud joe,0,0,0.14696229994297028
627,1,all these morons should have to sign documents declining medical help for covid complications. i do not care if they die. that is darwinism. i worry about the others that they put at risk with their stupidity.,covid-19,covid-19 all these morons should have to sign documents declining medical help for covid complications. i do not care if they die. that is darwinism. i worry about the others that they put at risk with their stupidity.,1,1,0.5610886812210083
637,0,kneeing the victim's throat is a cold blooded intention to murder even after victim choked for breath...he did not reduce knee pressure. this policeman should be kneed to death so he feels every horrible moment of facing painful death,blm,blm kneeing the victim's throat is a cold blooded intention to murder even after victim choked for breath...he did not reduce knee pressure. this policeman should be kneed to death so he feels every horrible moment of facing painful death,0,0,0.37139585614204407
651,0,c'mon man! do you see this? it is #joewired you just cannot trust the democrats whatsoever. #trump2020 #maga,elections2020,elections2020 c'mon man! do you see this? it is #joewired you just cannot trust the democrats whatsoever. #trump2020 #maga,0,0,0.24021689593791962
678,0,a federal judge ordered treasury secretary steven mnuchin to distribute hundreds of millions of dollars in delayed covid-19 relief to native american tribes. via,covid-19,covid-19 a federal judge ordered treasury secretary steven mnuchin to distribute hundreds of millions of dollars in delayed covid-19 relief to native american tribes. via,0,0,0.11106797307729721
719,0,any excuse to burn our flag...they hate america!,blm,blm any excuse to burn our flag...they hate america!,0,0,0.3498082458972931
738,0,are you someone who hates trump and biden or something? or are you a typical trump supporter who cannot see the incredible level of irony in that statement.,elections2020,elections2020 are you someone who hates trump and biden or something? or are you a typical trump supporter who cannot see the incredible level of irony in that statement.,0,0,0.45672446489334106
760,1,stfu bitch,covid-19,covid-19 stfu bitch,1,1,0.27734923362731934
804,0,corrupt people thinks they can buy their way all the time!!!- always remember the case of the marcos’- people will eventually get tired and pissed !- i think it is time,elections2020,elections2020 corrupt people thinks they can buy their way all the time!!!- always remember the case of the marcos’- people will eventually get tired and pissed !- i think it is time,0,0,0.14654776453971863
854,0,you did not have all caps for george floyd. that is what you should have shouted about. now you are forced to build your wall around the white house because the people know you do not care about floyd.,blm,blm you did not have all caps for george floyd. that is what you should have shouted about. now you are forced to build your wall around the white house because the people know you do not care about floyd.,0,0,0.4306918978691101
859,1,you do not have to talk bad about bo jiden he is such a babbling moron anyone who listens to the story of corn pop will have a great understanding of roches.. like joe does,elections2020,elections2020 you do not have to talk bad about bo jiden he is such a babbling moron anyone who listens to the story of corn pop will have a great understanding of roches.. like joe does,1,1,0.4000309705734253
973,0,"this is firm condemnation of the president of the united states telling a white supremacy terror group to ""stand by."" just thought you should know.",covid-19,"covid-19 this is firm condemnation of the president of the united states telling a white supremacy terror group to ""stand by."" just thought you should know.",0,0,0.19619260728359222
982,1,fuck you dude,elections2020,elections2020 fuck you dude,1,1,0.20829810202121735
995,0,"if you are going to say ""not all cops"" you cannot generalize ""all protesters"" either. #blacklivesmatter",blm,"blm if you are going to say ""not all cops"" you cannot generalize ""all protesters"" either. #blacklivesmatter",0,0,0.13876743614673615
1006,1,"if you gone riot, please make sure you are staying true to the because! protest against police brutality and the death of george floyd. i love atlanta. do not just be fucking it up on some nut shit.",blm,"blm if you gone riot, please make sure you are staying true to the because! protest against police brutality and the death of george floyd. i love atlanta. do not just be fucking it up on some nut shit.",1,1,0.3204624056816101
1044,0,"we are a generation of men tasked with addressing ongoing, systemic trauma, both ours and others. we are tasked with accepting the brutal realizations of #metoo, #blacklivesmatter and the ugly outbreak of white nationalism across europe and america. /3",blm,"blm we are a generation of men tasked with addressing ongoing, systemic trauma, both ours and others. we are tasked with accepting the brutal realizations of #metoo, #blacklivesmatter and the ugly outbreak of white nationalism across europe and america. /3",0,0,0.11866363137960434
1060,0,"""the oppressor and the oppressed will both suffer in the hereafter, the oppressor for his tyranny and the oppressed for accepting it."" imam ali #blacklivesmatter #protest2020 #justiceforgeorgefloyd",blm,"blm ""the oppressor and the oppressed will both suffer in the hereafter, the oppressor for his tyranny and the oppressed for accepting it."" imam ali #blacklivesmatter #protest2020 #justiceforgeorgefloyd",0,0,0.10927973687648773
1113,1,win it!! #f*cktrump,elections2020,elections2020 win it!! #f*cktrump,1,1,0.4840767979621887
1149,0,"i am white, but my future kids will not be, i dred having to have the conversation with them in the future about being extra extra careful about what they do and about dealing with police in the future. please, reform the system. #blacklivesmatter",blm,"blm i am white, but my future kids will not be, i dred having to have the conversation with them in the future about being extra extra careful about what they do and about dealing with police in the future. please, reform the system. #blacklivesmatter",0,0,0.11335157603025436
1172,0,nonexistent #antifa. says #antifa is a myth. helped fund springing them from jail when they are arrested. we have all seen what #antifaterrorists are doing to usa. #democrats think we are stupid. #debates #debates2020 #election2020,elections2020,elections2020 nonexistent #antifa. says #antifa is a myth. helped fund springing them from jail when they are arrested. we have all seen what #antifaterrorists are doing to usa. #democrats think we are stupid. #debates #debates2020 #election2020,0,0,0.20448705554008484
1227,1,it is fucking anarchy bruvvv,blm,blm it is fucking anarchy bruvvv,1,1,0.4073615074157715
1263,0,"""masks are gross (and there is no scientific """"fauci-standard"""" study that shows they work to stop the spread of #coronavirus). via",covid-19,"covid-19 ""masks are gross (and there is no scientific """"fauci-standard"""" study that shows they work to stop the spread of #coronavirus). via",0,0,0.15615981817245483
1280,0,another great moment. he killed 15 million africans. and he never paid for his crimes.,blm,blm another great moment. he killed 15 million africans. and he never paid for his crimes.,0,0,0.20851528644561768
1310,0,stupidity is at an all time high in the gop!!,elections2020,elections2020 stupidity is at an all time high in the gop!!,0,0,0.1275220662355423
1316,0,yes something we all want answers to :enraged_face::backhand_index_pointing_down:,covid-19,covid-19 yes something we all want answers to :enraged_face::backhand_index_pointing_down:,0,0,0.22758997976779938
1319,1,biden should have beaten that bully to shit for insulting beau.,elections2020,elections2020 biden should have beaten that bully to shit for insulting beau.,1,1,0.5266964435577393
1321,0,and i heard they put out a statement that he supposedly tripped and fell down. man what!!!!! do not make no damn sense people. do not matter what color your skin is if you are not angry seeing this you are part of the problem too!,blm,blm and i heard they put out a statement that he supposedly tripped and fell down. man what!!!!! do not make no damn sense people. do not matter what color your skin is if you are not angry seeing this you are part of the problem too!,0,0,0.68388831615448
