instance_id,offensiveness,cleaned_text,cleaned_domain,text_with_domain,predicted_label,true_label,cross_entropy
8835,1,"are you kidding me??? w/what we know about what you all did to #covid19 and a million other things, this is what you bitch about? schumer, watchingyou hold onto lies by your fingernails is nauseating. you will be in jail soon and i cannot wait!!!! #seeyaingitmo",covid-19,"covid-19 are you kidding me??? w/what we know about what you all did to #covid19 and a million other things, this is what you bitch about? schumer, watchingyou hold onto lies by your fingernails is nauseating. you will be in jail soon and i cannot wait!!!! #seeyaingitmo",1,1,0.26211440563201904
6801,0,the cdc’s coronavirus page disagrees.,covid-19,covid-19 the cdc’s coronavirus page disagrees.,0,0,0.07718324661254883
4007,0,getting off at 4am is complete bs in this #covid19 era (lol). not a single cab to see. uber was being funny. walking 1.7 miles turned to 2.3 miles because zoo was closed could not cut thru. good night or good morning #zzzzz,covid-19,covid-19 getting off at 4am is complete bs in this #covid19 era (lol). not a single cab to see. uber was being funny. walking 1.7 miles turned to 2.3 miles because zoo was closed could not cut thru. good night or good morning #zzzzz,0,0,0.42369166016578674
8974,1,an atheist jew named george soros,elections2020,elections2020 an atheist jew named george soros,1,1,0.6378743648529053
10327,1,"dear while i appreciate your attempt to call out on his bullshit re: the us response to #covid19, he is an inept, spineless monster who intentionally misleads the public for the sake of serving his inept master.",covid-19,"covid-19 dear while i appreciate your attempt to call out on his bullshit re: the us response to #covid19, he is an inept, spineless monster who intentionally misleads the public for the sake of serving his inept master.",1,1,0.26700735092163086
8012,0,who sunk my battleship? can we get his grimy covid hands off our navy before #ettd occurs?,covid-19,covid-19 who sunk my battleship? can we get his grimy covid hands off our navy before #ettd occurs?,0,0,0.29639101028442383
7706,0,"""european union countries...are prepared to block americans from entering because the united states has failed to control the scourge, according to draft lists of acceptable travelers seen by the new york times."" russians and brazilians also to be barred.",covid-19,"covid-19 ""european union countries...are prepared to block americans from entering because the united states has failed to control the scourge, according to draft lists of acceptable travelers seen by the new york times."" russians and brazilians also to be barred.",0,0,0.10991475731134415
7687,0,what is the point of this? this is terrorism.,blm,blm what is the point of this? this is terrorism.,0,0,0.2497621327638626
6574,0,alabama governor kay ivey: willie simmons has served 38 years for a $9 robbery #blacklivesmatter - sign the petition! via,blm,blm alabama governor kay ivey: willie simmons has served 38 years for a $9 robbery #blacklivesmatter - sign the petition! via,0,0,0.17465583980083466
7848,0,you all do not think this is weird?,blm,blm you all do not think this is weird?,0,0,0.20768550038337708
4161,1,cnn what clowns you all are such tool bags,elections2020,elections2020 cnn what clowns you all are such tool bags,1,1,0.11345076560974121
6180,0,"your #1 topic last night, you insulted the president multiple times, and you do not want to talk about family because of what you are hiding. regardless of how you feel about him, if you loved america you would show respect to our president. i would not vote for you based on last night.",elections2020,"elections2020 your #1 topic last night, you insulted the president multiple times, and you do not want to talk about family because of what you are hiding. regardless of how you feel about him, if you loved america you would show respect to our president. i would not vote for you based on last night.",0,0,0.31230029463768005
1970,0,"we in #pedsicu and #pedscicu dedicate our lives to give our patients the best shot of recovery and returning to happy and healthy lives. while sars-cov-2 may affect children less than adults, it can still be deadly to even previously healthy kids #wearadamnmask",covid-19,"covid-19 we in #pedsicu and #pedscicu dedicate our lives to give our patients the best shot of recovery and returning to happy and healthy lives. while sars-cov-2 may affect children less than adults, it can still be deadly to even previously healthy kids #wearadamnmask",0,0,0.09486372023820877
9028,1,they were both clowns. if you cannot see that then you are crazy,elections2020,elections2020 they were both clowns. if you cannot see that then you are crazy,1,1,0.2584066390991211
3395,0,hope customers receive their carpets before covid-19 strikes them. a real shame if they do not.,covid-19,covid-19 hope customers receive their carpets before covid-19 strikes them. a real shame if they do not.,0,0,0.11399678140878677
8159,0,i know it is not the coronavirus... i know this... but i am pretty sure it is. #coronarvirus #ripamerica #goodrun #gonnadie #iloveyouall,covid-19,covid-19 i know it is not the coronavirus... i know this... but i am pretty sure it is. #coronarvirus #ripamerica #goodrun #gonnadie #iloveyouall,0,0,0.15564410388469696
7630,0,"people like fauci, because he gives them information about how to avoid getting sick with covid-19. people hate you, because you put your son-in-law #kushner in charge of hogging ppe gear, ventilators, and remdesivir and not sharing it with states who need it!",covid-19,"covid-19 people like fauci, because he gives them information about how to avoid getting sick with covid-19. people hate you, because you put your son-in-law #kushner in charge of hogging ppe gear, ventilators, and remdesivir and not sharing it with states who need it!",0,0,0.6796581745147705
5438,0,cheering and depressing,covid-19,covid-19 cheering and depressing,0,0,0.13749739527702332
4169,0,"just take the l g, or find better evidence",elections2020,"elections2020 just take the l g, or find better evidence",0,0,0.12160082161426544
4136,1,"no real games. no hot dogs. no beer. no 7th inning stretch. but i managed to talk baseball all day long anyway. because fuck you, coronavirus.",covid-19,"covid-19 no real games. no hot dogs. no beer. no 7th inning stretch. but i managed to talk baseball all day long anyway. because fuck you, coronavirus.",1,1,0.14501610398292542
5876,0,"i am covid free. still have herpes. sorry, claire. #thebachelorette",covid-19,"covid-19 i am covid free. still have herpes. sorry, claire. #thebachelorette",0,0,0.21431496739387512
9714,0,"dude, i cannot stand the dodgers....but this is harsh. cannot even celebrate with his team.",covid-19,"covid-19 dude, i cannot stand the dodgers....but this is harsh. cannot even celebrate with his team.",0,0,0.23060277104377747
9120,0,"this is child abuse, plain and simple :face_with_symbols_on_mouth:",blm,"blm this is child abuse, plain and simple :face_with_symbols_on_mouth:",0,0,0.10873059928417206
9667,0,"as the you.s. hits the grim milestone of 3 million coronavirus cases, there is little agreement on the need to slow reopenings to curb the spread.",covid-19,"covid-19 as the you.s. hits the grim milestone of 3 million coronavirus cases, there is little agreement on the need to slow reopenings to curb the spread.",0,0,0.07733111083507538
8153,0,10x worse than covid: trump parents?,covid-19,covid-19 10x worse than covid: trump parents?,0,0,0.23113498091697693
3635,1,glad you voted. i wish you would done so with a little better information. the person you have supported is a lying con artist who is accomplished literally nothing in the last 4 years.,elections2020,elections2020 glad you voted. i wish you would done so with a little better information. the person you have supported is a lying con artist who is accomplished literally nothing in the last 4 years.,1,1,0.27580901980400085
8603,0,"trump has chosen the low road. attacking the usps is the last straw. dems have to get into the mud with him. but we do it legally, by impeaching him again, immediately. for the usps and everything else he has done. -first degree mass manslaughter of covid 250,000 victims",covid-19,"covid-19 trump has chosen the low road. attacking the usps is the last straw. dems have to get into the mud with him. but we do it legally, by impeaching him again, immediately. for the usps and everything else he has done. -first degree mass manslaughter of covid 250,000 victims",0,0,0.3206731677055359
4454,1,"pst, #littlemarco, have you taken a #covid19 test yet? what? did not you hear? super spreader senators who did not wear masks have been infecting #gopsenators. so, you might want to be cautious, bitch!",covid-19,"covid-19 pst, #littlemarco, have you taken a #covid19 test yet? what? did not you hear? super spreader senators who did not wear masks have been infecting #gopsenators. so, you might want to be cautious, bitch!",1,1,0.28548502922058105
7190,0,"here is a video calendar of trump & his early days response/attitude toward coronavirus. if anyone tells you he took it seriously & acted swiftly to mitigate spread, i think you would be justified in yelling, ""bullshit!"" because he did not.:face_with_symbols_on_mouth:",covid-19,"covid-19 here is a video calendar of trump & his early days response/attitude toward coronavirus. if anyone tells you he took it seriously & acted swiftly to mitigate spread, i think you would be justified in yelling, ""bullshit!"" because he did not.:face_with_symbols_on_mouth:",0,0,0.4487159550189972
4384,0,"even in the face of a pandemic, this unhinged president continues to divide this nation...",covid-19,"covid-19 even in the face of a pandemic, this unhinged president continues to divide this nation...",0,0,0.11865304410457611
3394,0,the senate needs to kill it. the house will be responsible for any delays in coronavirus relief due to loading this bill with a wishlist of pork designed to benefit them politically. walking away from fixing this is on them too.,covid-19,covid-19 the senate needs to kill it. the house will be responsible for any delays in coronavirus relief due to loading this bill with a wishlist of pork designed to benefit them politically. walking away from fixing this is on them too.,0,0,0.3588840365409851
8071,0,we can blame it on pandemic :face_with_tears_of_joy: it was only a matter of time,covid-19,covid-19 we can blame it on pandemic :face_with_tears_of_joy: it was only a matter of time,0,0,0.08418889343738556
9650,0,""" hypocrites! """"democrats cheering 'black lives matter' protests now say trump rallies pose coronavirus risk. top dems who cheered on """"black lives matter"""" crowds across the you.s. are now criticizing president trump for planning to restart his campaign rallies."""" – dan bongino",covid-19,"covid-19 "" hypocrites! """"democrats cheering 'black lives matter' protests now say trump rallies pose coronavirus risk. top dems who cheered on """"black lives matter"""" crowds across the you.s. are now criticizing president trump for planning to restart his campaign rallies."""" – dan bongino",0,0,0.4217607080936432
9423,0,texas - go vote blue on tuesday. our everything is in the ballot. #joebiden #kamalaharris #mjhegarfortx #bluewave2020 #blexas,elections2020,elections2020 texas - go vote blue on tuesday. our everything is in the ballot. #joebiden #kamalaharris #mjhegarfortx #bluewave2020 #blexas,0,0,0.3506103456020355
7539,0,covid is fake,covid-19,covid-19 covid is fake,0,0,0.22879581153392792
7065,0,a lot of deaths. no wonder you hate covid. but you say it is over. weird.,covid-19,covid-19 a lot of deaths. no wonder you hate covid. but you say it is over. weird.,0,0,0.17273437976837158
9435,0,but you believe every bad thing said about trump i bet....,elections2020,elections2020 but you believe every bad thing said about trump i bet....,0,0,0.22471444308757782
4938,1,hope hicks has covid 19!!? what are the odds the nitwit and the rest of the west wing are right behind?,covid-19,covid-19 hope hicks has covid 19!!? what are the odds the nitwit and the rest of the west wing are right behind?,1,1,0.6725367903709412
4457,0,the president and ceo of nephron pharmaceuticals said the first 5 million covid-19 vaccines filled at her company will go to south carolinians.,covid-19,covid-19 the president and ceo of nephron pharmaceuticals said the first 5 million covid-19 vaccines filled at her company will go to south carolinians.,0,0,0.06142774224281311
