instance_id,offensiveness,cleaned_text,cleaned_domain,text_with_domain,predicted_label,true_label,cross_entropy
543,1,nothing scarier than a communist.,elections2020,elections2020 nothing scarier than a communist.,0,1,2.036741256713867
5227,1,1500 buildings?? what the fukk!! no way our taxes will pay for left wing riots & failed democrat leadership...,blm,blm 1500 buildings?? what the fukk!! no way our taxes will pay for left wing riots & failed democrat leadership...,0,1,2.1961395740509033
4115,1,"does meeting with, and praising, anti - semites qualify as ""empowering jew haters""? that is what your bosses and did.",elections2020,"elections2020 does meeting with, and praising, anti - semites qualify as ""empowering jew haters""? that is what your bosses and did.",0,1,2.024578094482422
3818,0,a chronic compulsive liar; she even lies to her kids ! sad and shameful.,elections2020,elections2020 a chronic compulsive liar; she even lies to her kids ! sad and shameful.,1,0,0.8301335573196411
5322,1,the sheer stupidity amazes me,covid-19,covid-19 the sheer stupidity amazes me,0,1,1.8101165294647217
3632,1,i could not even concentrate on what he is saying because his tattoos are so ugly,covid-19,covid-19 i could not even concentrate on what he is saying because his tattoos are so ugly,0,1,1.3596335649490356
8187,1,and the cdc has joined trump in this massacre.,covid-19,covid-19 and the cdc has joined trump in this massacre.,0,1,2.0483038425445557
1516,1,and your full of dung!!!!!!!!,elections2020,elections2020 and your full of dung!!!!!!!!,0,1,1.8651602268218994
7829,1,"obama presided over the best years the maine lobster trade ever had by far so trump is lying and also it is insane to talk about lobster when over 120,000 americans have died from covid and there is a national conversation about racism and breonna taylor’s murderers are unarrested.",covid-19,"covid-19 obama presided over the best years the maine lobster trade ever had by far so trump is lying and also it is insane to talk about lobster when over 120,000 americans have died from covid and there is a national conversation about racism and breonna taylor’s murderers are unarrested.",0,1,1.6568388938903809
6915,0,biden's in a tough spot. he knows he is a criminal and he knows trump is holding all the cards and knows what he is done. he is fighting for his life and the life of his criminal son. he is a 47 year swamp creature and he knows his days are numbered.,elections2020,elections2020 biden's in a tough spot. he knows he is a criminal and he knows trump is holding all the cards and knows what he is done. he is fighting for his life and the life of his criminal son. he is a 47 year swamp creature and he knows his days are numbered.,1,0,0.8980226516723633
7192,1,gop and trump death cult.,covid-19,covid-19 gop and trump death cult.,0,1,1.6667790412902832
5667,1,"a worldwide pandemic, dummy.",elections2020,"elections2020 a worldwide pandemic, dummy.",0,1,2.5709803104400635
6196,0,"because you are very courage you openly annnoced, you are against of #globslists, #communists, #socialists and stupid rich #liberals they are fear the #patriots #restart #maga #miga #25december2020",elections2020,"elections2020 because you are very courage you openly annnoced, you are against of #globslists, #communists, #socialists and stupid rich #liberals they are fear the #patriots #restart #maga #miga #25december2020",1,0,0.9076578617095947
4158,0,you are full of bs. #munchinlies,covid-19,covid-19 you are full of bs. #munchinlies,1,0,0.7319648861885071
7685,1,"fraudsters always pick a specific, slightly odd number... i need £28.30 for a train ticket... help us put this money in your bank account and we will pay you $67,334... c-19 has a 0.025% death rate. it is shit. plus - even 0.025% of 7.8 billion people would be an appalling toll.",covid-19,"covid-19 fraudsters always pick a specific, slightly odd number... i need £28.30 for a train ticket... help us put this money in your bank account and we will pay you $67,334... c-19 has a 0.025% death rate. it is shit. plus - even 0.025% of 7.8 billion people would be an appalling toll.",0,1,1.0818523168563843
4814,1,why did you stoop to his level? i prayed that you would rise above the narcissistic madness. damn it!,elections2020,elections2020 why did you stoop to his level? i prayed that you would rise above the narcissistic madness. damn it!,0,1,0.7604473829269409
3201,1,"referred to this as ""the year of our lord""? she made $3 million last year and gave nothing to religious organizations. doubt she even puts change in the red kettle at christmas. #agentsofsatan",elections2020,"elections2020 referred to this as ""the year of our lord""? she made $3 million last year and gave nothing to religious organizations. doubt she even puts change in the red kettle at christmas. #agentsofsatan",0,1,2.3695342540740967
7435,1,not one word about covid more people are dead. record number of cases and hospitalizations the last couple of days.... and his cases......are a bunch of bs. the one that went to the supreme court ... the state was already doing. wasted tax payer money cut through the bs.,covid-19,covid-19 not one word about covid more people are dead. record number of cases and hospitalizations the last couple of days.... and his cases......are a bunch of bs. the one that went to the supreme court ... the state was already doing. wasted tax payer money cut through the bs.,0,1,1.3546403646469116
4277,1,hey not everything is about you and your garbage family,covid-19,covid-19 hey not everything is about you and your garbage family,0,1,0.703623354434967
